,time,konz,berechn. 1.ordnung,berechn. 2. ordnung
0,0.0,0.04,0.0,0.0
1,0.5,0.03635627530364372,-0.09551262944566836,2.505567928730514
2,1.0,0.03125506072874494,-0.2466981477230916,6.994818652849741
3,1.5,0.027125506072874492,-0.3884049853628562,11.865671641791046
4,2.0,0.024129554655870446,-0.505442030682518,16.442953020134226
5,2.5,0.02170040485829959,-0.611548536677066,21.082089552238813
6,3.0,0.01975708502024292,-0.7053672918947205,25.614754098360642
7,4.0,0.016761133603238866,-0.8698167239225535,34.66183574879227
8,5.0,0.0145748987854251,-1.0095786662977122,43.611111111111114
9,6.0,0.01295546558704453,-1.127361701954096,52.18750000000003
10,7.0,0.011659919028340083,-1.2327222176119217,60.76388888888887
11,8.0,0.010688259109311742,-1.3197335946015516,68.56060606060605
12,9.0,0.009797570850202428,-1.4067449715911815,77.06611570247935
13,10.0,0.009068825910931175,-1.4840366458928278,85.26785714285712
14,11.0,0.008502024291497977,-1.5485751670303989,92.61904761904759
15,12.0,0.008016194331983808,-1.6074156670533324,99.74747474747471
16,13.0,0.007530364372469637,-1.6699360240346663,107.79569892473117
17,14.0,0.007125506072874492,-1.7251987027097162,115.34090909090912
18,15.0,0.006720647773279353,-1.7836949093913246,123.79518072289156
19,16.0,0.006396761133603239,-1.8330876647209011,131.32911392405063
20,17.0,0.006153846153846156,-1.8718021769015911,137.49999999999994
21,18.0,0.005910931174089068,-1.9120760760395314,144.17808219178085
22,19.0,0.005668016194331985,-1.9540402751385633,151.4285714285714
23,20.0,0.005425101214574898,-1.9978428977969567,159.32835820895525
